ds,yhat,yhat_lower,yhat_upper
2021-02-17,351.7030293677031,-2631.653633131367,3097.3779627792046
2021-02-18,-93.22172218990636,-2788.2819981961584,2720.2256124388673
2021-02-20,380.1093468726593,-2352.800960723122,3044.8534666206383
2021-02-21,500.0710974638479,-2334.1304887254696,3240.448410204775
2021-02-22,362.0674400390795,-2435.063268419246,3148.1838088767477
2021-02-23,414.7943168906087,-2234.896356795941,3352.3012816738724
2021-02-24,512.3496957297007,-2248.5780313951823,3347.709020908759
2021-02-27,784.6972106521794,-2039.5521021996874,3710.2021279865758
2021-03-01,907.9671827906702,-1886.1918611435794,3858.4974509307276
2021-03-02,1020.5891803268482,-1691.9195572357708,3990.3397431276912
2021-03-03,1169.2423093548464,-1584.4129100960156,3769.672260121734
2021-03-04,849.0983935358463,-1838.0046847470028,3842.5022561073965
2021-03-05,755.1374578519008,-1799.1827256463619,3451.067311072218
2021-03-07,1735.093255502276,-1052.7582495750733,4437.961869717847
2021-03-10,1881.615812806732,-933.494781232553,4668.5121117324
2021-03-11,1525.083364765807,-1273.8537241055715,4320.074619207005
2021-03-14,2248.0640388829293,-474.4106619424094,4986.033366864215
2021-03-15,2105.620189411301,-596.0456652822803,4834.214082735292
2021-03-16,2129.985751717873,-650.4415427525134,4981.557590883321
2021-03-17,2175.9029606201357,-651.2403283406051,4797.306236750117
2021-03-18,1740.6225381144363,-1048.0363853154877,4377.221036136986
2021-03-19,1521.4109058285576,-1448.1874438949262,4039.2795049586625
2021-03-21,2230.3824815873977,-492.64632331235805,4888.836796048675
2021-03-22,2015.8245399799484,-914.5643699214728,4799.440063994077
2021-03-23,1972.9572502743165,-602.994912889503,4884.115708693543
2021-03-24,1957.5652705505897,-1002.0739706717835,4623.588318089836
2021-03-25,1467.780195808787,-1312.6777447732002,4392.338781547327
2021-03-26,1201.572433216505,-1555.6568968123772,4061.397461700946
2021-03-28,1840.9489591941324,-785.0504584119991,4623.108629414102
2021-03-29,1604.2424969978315,-1113.5291073898547,4154.398150407598
2021-03-30,1547.6382772461618,-1224.4513275934387,4151.46009002438
2021-03-31,1526.6739280623938,-1022.9237473448123,4266.676527595153
2021-04-01,1039.0629263114374,-1761.1347820699314,3733.2472738578417
2021-04-02,782.2025959726911,-1950.7393541410977,3528.087543775723
2021-04-03,1404.2003354455883,-1381.301986829669,4273.092234298246
2021-04-04,1458.8465499545282,-1139.8463723930809,4285.941740623833
2021-04-05,1248.3276878508937,-1440.0528480120727,4199.351815886924
2021-04-06,1221.6699798482389,-1414.1462689882724,3932.2820781633845
2021-04-07,1233.401410309821,-1583.8693625704013,4028.9837029187133
2021-04-08,780.2164651858975,-1925.183117523627,3700.155142944634
2021-04-11,1303.8712162203963,-1381.514027479015,4072.9780020804333
2021-04-12,1125.2101511608153,-1490.8848787829522,3962.869951448031
2021-04-13,1127.7671452139384,-1538.6154202161265,3995.835150552709
2021-04-15,734.5902333142907,-2019.3218543281096,3478.5469874708474
2021-04-16,531.1638043501644,-2126.1896062776436,3533.1065361612955
2021-04-18,1300.4479582295114,-1608.0183155959169,3750.6907370299828
2021-04-19,1127.47540517277,-1649.4420424941002,4013.5620364492715
2021-04-20,1131.7851024465094,-1703.1582993930208,3995.580011066255
2021-04-21,1167.6488799743836,-1675.7410563984076,4079.2937987232885
2021-04-22,731.7356582246053,-2131.7963763419148,3552.367692759317
2021-04-23,520.6364870355163,-2301.368352743211,3373.289434816336
2021-04-25,1269.0122221266233,-1429.4797030518134,4090.8681180002186
2021-04-26,1084.0976992928152,-1747.594209480936,3943.6344187703103
2021-04-28,1100.725212101468,-1543.2814873589232,3892.4173828602834
2021-04-29,654.480527578224,-1911.2219913502402,3345.4091539740552
2021-04-30,434.7859323387089,-2319.921997080298,3283.3107572466674
2021-05-02,1173.1029026533722,-1467.8123490538126,3898.9813094528527
2021-05-03,987.4733320230487,-1847.2423896866117,3745.435034927822
2021-05-04,982.2342042887259,-1916.4986260019584,3727.3715442342923
2021-05-05,1012.4320727191576,-1604.8320245304415,3802.176767623664
2021-05-06,575.3694571959766,-2230.4489681099562,3308.7894906686383
2021-05-07,368.1128990535934,-2427.063335211848,3162.3734253903626
2021-05-08,1038.5171181642881,-1776.4741441923777,3939.53764571153
2021-05-09,1140.193918902826,-1453.3766621042626,3944.852762847368
2021-05-10,975.2194567475344,-1908.9665472169356,3868.420784293886
2021-05-11,992.5707131235955,-1907.1708094319092,3655.4585373388345
2021-05-12,1046.7789844196504,-1693.993681895654,3857.306779785998
2021-05-13,634.5852269275426,-2101.35972190183,3508.0845844477126
2021-05-14,452.4642679452744,-2383.573729257165,3249.3564507746005
2021-05-16,1273.1996197704318,-1458.160740290563,4137.4610390000435
2021-05-17,1130.5603859796488,-1652.646088723718,3876.1474949898484
2021-05-18,1168.1787445744699,-1654.336493914791,3965.852499536745
2021-05-19,1240.08976145473,-1506.4599652948082,4000.8312657554156
2021-05-20,842.6009999582923,-1982.477471843182,3512.347611535808
2021-05-21,671.8276416818712,-2020.9602035249493,3525.0572548339555
2021-05-22,1374.7421029387124,-1365.1699683818356,4035.2762110361787
2021-05-23,1504.1661228687615,-1418.6349759262105,4313.57723896894
2021-05-24,1361.4983413489317,-1389.18946612174,3937.9837316061803
2021-05-25,1395.167712604823,-1169.4435726407728,4041.378809246268
2021-05-26,1459.3001625608185,-1528.8788974885151,3936.142950495473
2021-05-27,1050.3830465708083,-1744.7446643169883,3845.6440382729493
2021-05-28,864.79425088897,-1749.7342679536657,3717.5512630115923
2021-05-30,1658.7555623337623,-1125.434838456101,4362.875324776249
2021-05-31,1493.3843405810287,-1236.5277519517886,4285.980781527585
2021-06-01,1502.6557804977338,-1277.0160213570994,4386.9459813939475
2021-06-02,1541.2201365847582,-1302.525018934291,4285.513125975902
2021-06-03,1106.102880110569,-1610.4321370877153,3791.7702072548673
2021-06-04,894.2200301447729,-1836.774835122791,3688.193001338288
2021-06-06,1637.3843924955945,-1071.8743627054123,4368.628603627182
2021-06-07,1448.4699056058348,-1392.9505871694578,4298.155890612191
2021-06-08,1436.0014957083677,-1308.6935513840097,4292.11301956567
2021-06-09,1454.985659474205,-1374.2385255468498,4324.803724091077
2021-06-10,1002.7404678599256,-1866.3576450237078,3585.6864884644833
2021-06-13,1499.231906471498,-1307.2757566248126,4396.946201059926
2021-06-14,1304.5184370136008,-1498.8466423093696,4069.463134643294
2021-06-15,1289.1064083742356,-1461.7487381771007,4022.6453732171335
2021-06-16,1307.8774536013605,-1586.4481780051906,3992.457634733886
2021-06-17,857.9668875460802,-1837.9916848695777,3536.234335442447
2021-06-18,636.2815751467963,-2053.092359112878,3329.353860564408
2021-06-20,1374.2184343969616,-1275.751129890758,4281.751961061715
2021-06-21,1189.3298547362747,-1715.3053819073014,3983.563495100792
2021-06-22,1184.8039940715175,-1484.7674419650752,3845.012076800352
2021-06-23,1215.1783116064476,-1518.240119236395,4028.9507952444387
2021-06-24,777.2512202409204,-1888.8800851956241,3352.3808618022354
2021-06-25,567.6088857177253,-2321.5621216601216,3344.782292520607
2021-06-27,1328.6555120955063,-1514.6478466037988,4007.2073780922574
2021-06-28,1154.3399400172389,-1657.8179294135655,3853.177564719117
2021-06-29,1159.4689628342883,-1658.8701802030496,3962.018254251261
2021-06-30,1198.4365710873144,-1609.2383104903636,4134.599872715114
2021-07-01,767.9429460239847,-2142.350897442904,3630.153692982619
2021-07-02,564.5211154007106,-2248.7107036061016,3525.366935117229
2021-07-04,1334.3721967047238,-1462.6928610011266,4088.964459558652
2021-07-05,1162.7394965586723,-1600.1609912624,3975.446867282976
2021-07-06,1169.5272940318607,-1609.2048359842765,4060.2286444103875
2021-07-07,1209.2550856865641,-1381.5098223220953,4029.8944680398945
2021-07-08,778.7682179272961,-1919.837915179071,3552.8790150348623
2021-07-09,574.7579070238769,-2320.831323473185,3336.595164167582
2021-07-11,1342.3039789484387,-1284.7260092483036,4165.796526591882
2021-07-12,1169.2766540527773,-1736.8547135975844,3715.1611704123675
2021-07-13,1174.7065283904149,-1452.2200859318239,4038.6162619300317
2021-07-14,1213.2415884563925,-1592.1683657829185,3916.8343764957267
2021-07-15,781.8346043625008,-2078.302298071228,3335.289734723075
2021-07-18,1344.9487485088166,-1465.5997916487854,4175.198522485184
2021-07-19,1172.6630590948398,-1664.1748328645608,3829.1131447521893
2021-07-20,1179.2623337231037,-1657.225710745205,4107.987570812555
2021-07-21,1219.3515701103856,-1643.5504883369963,3906.3824361813913
2021-07-22,789.8215632124998,-1735.838315083532,3659.066337421133
2021-07-23,587.3701143072101,-2187.5980772155144,3302.962823566521
2021-07-25,1359.690914181756,-1457.7796256815082,4184.245497976939
2021-07-26,1189.7320498156528,-1490.491150882722,3912.3865950469176
2021-07-27,1198.550367860858,-1344.2258019699218,4026.2770669772162
2021-07-28,1240.6777206449692,-1440.8835089999034,3984.218668922355
2021-07-30,612.0236622524607,-2230.82558067626,3482.5457728108886
2021-08-01,1386.5588828178402,-1263.6698923727888,4257.197843536874
2021-08-02,1217.3478210844983,-1420.2544815587091,4044.3019690990786
2021-08-03,1226.7634068183797,-1410.6116230072569,3955.517858390189
2021-08-04,1269.440805816982,-1514.6026665329034,4077.6133017729176
2021-08-05,842.3449064450517,-1678.014402380304,3780.696175933968
2021-08-06,642.2931515942585,-2137.4322409648694,3545.4202696775537
2021-08-08,1420.013428429953,-1309.5851665087282,4150.745251626824
2021-08-09,1253.5104197677642,-1473.1081946499153,3988.951701859924
2021-08-11,1314.2802663130149,-1361.2191870135246,4053.8691594034904
2021-08-12,893.5525885983186,-1858.0141950902341,3841.3940616942705
2021-08-15,1500.4822889152229,-1281.5891860844388,4226.665698580323
2021-08-16,1347.5191083191678,-1441.9527736569396,4071.0912748574638
2021-08-17,1376.1982609232587,-1487.957208136798,4189.987878983009
2021-08-19,1040.0846075924105,-1786.203414955015,3742.8803989145276
2021-08-20,869.2760669965717,-1985.8516991536824,3755.9333956766154
2021-08-22,1715.5864518345309,-1040.422590708092,4366.048045229349
2021-08-23,1588.138161658554,-934.329870665924,4493.926676572165
2021-08-24,1643.1590490928445,-1277.6991299375852,4410.819111765222
2021-08-25,1735.1092948573519,-974.9647706426058,4550.465525723948
2021-08-26,1360.676636253342,-1554.4461184572153,4126.067664488733
2021-08-27,1216.2961600738315,-1508.6026831394759,3892.4475246706543
2021-08-29,2112.3264628125635,-624.5353727159635,4783.640342618701
2021-08-30,2007.1786025338934,-817.6312151121128,4839.019954350762
2021-08-31,2082.1285330083424,-615.324714419835,4939.367465541787
2021-09-01,2191.1495152784623,-776.0806854181982,4865.5438366979
2021-09-02,1830.463933548772,-1026.7265405272203,4564.12377777838
2021-09-03,1696.0729835427505,-1047.1917635315467,4365.83564681346
2021-09-05,2599.287825590668,-79.0985414217803,5223.637910857116
2021-09-06,2490.7067941440323,-73.44638120889941,5101.527320098758
2021-09-07,2557.2248686195767,-103.58641825482349,5418.346956717697
2021-09-08,2652.6663960252035,-219.58555577643835,5358.087052325414
2021-09-09,2273.180721737966,-504.9743216821667,5022.8452025996685
2021-09-10,2114.77530464285,-812.2093220479336,4856.569576656406
2021-09-11,2824.362807081011,-94.74513948688514,5379.068688718171
2021-09-12,2954.7503108188107,156.69611091134652,5645.069398460622
2021-09-13,2807.363857054771,122.90102649890082,5829.920889316671
2021-09-14,2830.698822236818,94.36225828076299,5604.613890533712
2021-09-15,2878.983690756875,-32.364109304892075,5475.250252449336
2021-09-16,2448.8419135279187,-225.83342023357977,5193.438645376387
2021-09-17,2236.818803142224,-666.5561076654617,4939.681476878698
2021-09-19,2963.098992961522,253.96863714571674,5682.574346334448
2021-09-20,2756.9594628694513,20.008331633620383,5525.05196653878
2021-09-21,2721.209083283152,-77.6161265296241,5459.002808387852
2021-09-22,2710.806544963155,7.503231386684259,5372.845783370016
2021-09-23,2223.1142387731516,-593.6329985000606,4783.4343991706955
2021-09-24,1955.4145242514132,-653.7408306446118,4773.700713398333
2021-09-25,2555.9389096720474,-88.54543178441311,5078.62275017346
2021-09-26,2578.8385938276715,-132.8961879161913,5241.249937856381
2021-09-27,2326.8898644063147,-605.2368801808032,5097.946409264717
2021-09-28,2249.92516622391,-678.2992933880325,5216.48604641842
2021-09-29,2203.4776940778447,-301.7078180900149,4967.634711539483
2021-09-30,1685.4244829125416,-1047.2517478607597,4405.260289797109
2021-10-01,1393.4952153788424,-1335.2119398633902,4265.51412694458
2021-10-02,1976.2948460852124,-786.6819565155965,4569.910342319304
2021-10-03,1988.268565444909,-907.7829770822943,4788.296199032228
2021-10-04,1732.4026569629973,-1054.4394931245852,4540.530765947519
2021-10-05,1658.652107064769,-1091.2939624863561,4220.327399276001
2021-10-06,1622.5828555648645,-1233.560760296842,4452.309515686054
2021-10-07,1122.0136810701283,-1777.389471100535,4017.492089757307
2021-10-08,854.5249519818847,-1976.1063364126678,3442.2212100472357
2021-10-09,1468.4823426664507,-1453.9172394107609,4268.612359283738
2021-10-10,1518.0040282507869,-1329.443718742682,4319.86066317806
2021-10-11,1305.664893206112,-1399.9239326004574,4157.014056836864
2021-10-12,1280.9285850742895,-1452.5341390870683,3911.1576306342185
2021-10-13,1298.7952648865003,-1488.6042295817288,4024.413423454915
2021-10-14,856.450002954808,-1962.2889857968983,3579.6516608456836
2021-10-15,650.7789958553175,-1948.2118781068,3449.937883721687
2021-10-16,1329.4016397338555,-1413.316505460543,4165.2651181134215
2021-10-17,1445.646898643642,-1421.1924370507595,4260.0921827357915
2021-10-18,1301.2674177942763,-1370.0884539886179,4073.2422264567044
2021-10-19,1344.8821163979176,-1520.9517909099975,3991.2226691206156
2021-10-20,1430.6350038252212,-1235.9773730314364,4183.703541650874
2021-10-21,1054.855045290224,-1831.1391464712476,3941.506833067971
2021-10-22,913.5841249449834,-1826.396602240567,3725.78060653218
2021-10-24,1827.5094832039617,-1007.7574199701029,4841.05330528827
2021-10-25,1736.2642829070737,-960.3140232554565,4443.885128106853
2021-10-26,1827.8248196652703,-1041.1023035562732,4558.096269425896
2021-10-27,1955.7248240015194,-916.9035020180811,4604.630949652682
2021-10-28,1615.7622140081944,-1333.345257499944,4440.579922985775
2021-10-29,1503.5361589359907,-1221.495401675679,4306.972541852652
2021-10-31,2453.9513403658084,-308.3762535195684,5130.663869876241
2021-11-01,2369.772804087994,-481.9082685513765,5211.504995409419
2021-11-02,2460.879901304058,-142.52705615178263,5142.497737445744
2021-11-03,2580.8973995178376,-379.21292245214454,5316.762341641509
2021-11-04,2225.8283519683696,-599.8634068179266,5295.241877025963
2021-11-05,2091.5893523932773,-629.411931004832,4989.460739549099
2021-11-06,2825.058702257587,8.369148716253239,5878.730235330656
2021-11-07,2979.0655808481024,381.53909207213417,5631.967087850519
2021-11-08,2855.1133581045137,259.5183885186114,5602.578680901774
2021-11-09,2901.827521322185,25.934961702520756,5531.0573781369685
2021-11-10,2973.6157496422525,91.2164964583232,5523.979376827089
2021-11-11,2567.3248170709126,-50.831547537504214,5453.953378872317
2021-11-12,2379.7612882419116,-427.15253308849367,4952.01824617095
2021-11-14,3157.975934682378,349.76262252826155,5910.2479726921065
2021-11-15,2979.9511781381048,179.0898914022379,5817.6656717327105
2021-11-16,2974.1840065735264,245.0659231367936,5581.108858575425
2021-11-17,2995.9517423955563,132.50434651709963,5833.818427658317
2021-11-18,2542.9141728298832,-264.1120171934931,5582.8577057365355
2021-11-19,2312.617620661705,-483.866171559765,4969.2087619148715
2021-11-20,2953.5118190825783,180.72388291624623,5769.0289971818775
2021-11-21,3019.908311681077,405.92414093167866,5808.532747274311
2021-11-22,2814.674163070515,108.88952409275065,5436.730997842677
2021-11-23,2787.652097998119,38.82020639411691,5555.160867685741
2021-11-24,2794.295235822966,-96.82388083833335,5311.489486123911
2021-11-25,2332.301705116096,-400.3231212991584,5041.268017693804
2021-11-26,2099.116662385108,-763.0160355327596,4837.049989086471
2021-11-27,2742.950101373782,223.11851167836835,5600.51103701376
2021-11-28,2817.7392371789206,115.41840591796921,5390.82216499227
2021-11-29,2625.849245921378,-102.11711735343087,5377.495377371439
2021-11-30,2616.503402521811,-54.02213798478928,5484.485961547895
2021-12-01,2644.4306369373335,-155.27168885744732,5560.608313458219
2021-12-02,2206.515577159498,-450.92455256821677,5014.891438617442
2021-12-03,1999.3183161504421,-813.4334269993454,4832.029353406499
2021-12-04,2670.111946162328,-293.3971049139927,5374.293158603323
2021-12-05,2771.866235732533,166.09457700766654,5769.505321792409
2021-12-06,2605.9707791546375,-157.00962336356196,5411.421096384507
2021-12-07,2620.6881679148632,-326.6806594243869,5579.537639816225
2021-12-08,2669.8246832223986,-142.73553704139914,5446.448789540594
2021-12-09,2249.403039381228,-474.97869226847916,4907.204884531529
2021-12-10,2055.2038752784224,-683.680977624828,4845.2314141909565
2021-12-12,2837.675757911956,-5.713713990671366,5537.50872542684
2021-12-13,2667.7308757037445,-139.937910691128,5555.908927245938
2021-12-14,2671.981396019357,-137.7360853443445,5352.399122000877
2021-12-15,2704.122346787237,-71.46406993980692,5539.81590864784
2021-12-16,2260.229868067047,-576.0694708055097,4982.605270292051
2021-12-17,2036.304779527363,-720.2447405888428,5075.259338695322
2021-12-19,2742.2588891885543,152.25034313964892,5617.026562934981
2021-12-20,2526.7597017256116,-31.2259878351325,5426.5012930465855
2021-12-21,2481.652627362759,-22.924558400265887,5233.253815318311
2021-12-22,2461.580599071524,-359.4909873012117,5220.809508141682
2021-12-23,1963.666159480655,-816.5637363510083,4568.749884821675
2021-12-24,1685.0320492811798,-1068.2746805839272,4399.011370597756
2021-12-26,2284.2191098928106,-578.452779842801,4914.787391450883
2021-12-27,2019.0483783925822,-988.8643795327031,4700.790567477308
2021-12-28,1928.2992486038677,-922.0487340132199,4699.183173172469
2021-12-29,1867.7112979649808,-796.542603797657,4829.912507402778
2021-12-30,1335.4152845529898,-1479.5817951349438,4325.786762109565
2021-12-31,1029.4281433033573,-1749.295189215308,3841.901793191002
2022-01-02,1597.864362776435,-1156.209652364351,4309.611472248135
2022-01-03,1330.3190784056208,-1580.0864368302193,4035.7028109491666
2022-01-04,1246.2402596755066,-1526.4314188316832,3811.4677258114825
2022-01-05,1201.4068198923326,-1629.9593318380066,3940.5946631619663
2022-01-06,693.7876388995044,-2160.5100376922765,3481.8878067243572
2022-01-09,1079.2059894116405,-1521.274802509525,3885.131414936803
2022-01-10,866.4978611091722,-1850.2915442543479,3582.6104965638037
2022-01-12,861.8863269199301,-1838.319354260776,3673.930813199489
2022-01-13,421.2327313434973,-2348.8806846879274,3286.7289087967574
2022-01-17,861.6074577089832,-2022.9397079535077,3464.359702353773
2022-01-19,971.2044735911718,-1826.3610036139867,3741.642736270296
2022-01-23,1261.7617831244388,-1465.5812503742804,3955.3317175680604
2022-01-24,1126.1928968717652,-1599.2988971366963,3911.360642807342
2022-01-26,1232.8416120170652,-1717.3105489503346,4052.2896270920032
2022-01-27,824.1695223743826,-1854.5282654530401,3744.173708544381
2022-01-28,635.1782791562503,-2193.319098707684,3377.160456592409
2022-01-30,1409.461841717073,-1234.0539379242725,4056.388847727963
2022-01-31,1227.175949076673,-1613.1981030465897,3940.5532489573397
2022-02-03,760.0999015674347,-2168.2143876461987,3392.3129213865213
2022-02-06,1174.0593305756747,-1669.4490302983402,3989.2665428498935
2022-02-07,940.4497458274684,-2105.2363598996358,3739.443353754871
2022-02-08,881.9220460006918,-1802.4500422645829,3699.110309999711
2022-02-09,854.5005318687158,-1951.3096432798707,3614.405908550182
2022-02-10,356.5990706063441,-2439.974651180138,3126.740375588075
2022-02-14,506.5063954770077,-2446.375423469694,3303.893256530374
2022-02-15,466.5909753449359,-2431.999997599668,3127.4372313710523
2022-02-16,468.38436561804735,-2383.0361931943053,3159.985793852035
2022-02-18,-211.0833731474862,-3009.635786140686,2516.0254386584465
2022-02-20,558.1615770525921,-2243.4250887730677,3359.027396636255
2022-02-21,404.6307665676393,-2098.315705287702,3406.48167377145
2022-02-22,442.09061582765275,-2155.020488463803,3259.8652967503385
2022-02-23,524.9446587853799,-2233.2554272475813,3424.0088408211814
2022-02-25,12.254889660931099,-2727.4345083645608,2626.715777840626
2022-02-27,943.4882483000038,-1700.8028414823577,3586.8925762674453
2022-02-28,865.099993405403,-1831.0909463299995,3436.294964825372
2022-03-01,971.7762695493027,-1730.5448448926454,3617.514758113552
2022-03-02,1116.547478682332,-1877.0792665792917,3746.5107119707345
2022-03-05,1481.7066378703498,-1050.7394168372166,4292.297370383046
2022-03-06,1688.179032960462,-980.2935618058818,4171.16682506045
2022-03-07,1620.7932671029362,-1162.3049057528976,4394.730521732888
2022-03-08,1726.9045542965648,-1083.7860871201535,4292.383629681848
2022-03-09,1859.6268241608955,-1009.1633376767986,4618.897914762455
2022-03-10,1514.5158039830594,-1387.7444166111907,4149.750106122382
2022-03-12,2124.011625877549,-679.9300406890119,4843.617275998772
2022-03-13,2277.831525253609,-523.6826280755154,5112.395141045977
2022-03-14,2149.964323553079,-467.2136549457686,4890.54603458481
2022-03-15,2189.0111579163504,-490.2845265674068,4952.774452246897
2022-03-16,2249.4415328613504,-464.86397598785885,4921.665156258466
2022-03-17,1828.2445555126362,-875.0268207037865,4733.8932134844135
2022-03-19,2280.1096169045554,-517.9402856048991,4967.479956628677
2022-03-20,2355.3408818386597,-455.89062504161683,5144.04851514074
2022-03-21,2150.937989781928,-624.0884691985977,4687.188142466291
2022-03-22,2116.8304242989902,-701.7263100438579,4931.252296079357
2022-03-23,2108.7040014184204,-825.9163423203802,5012.237917948028
2022-03-24,1624.627733324364,-1123.242235844014,4262.584843936283
2022-03-26,1971.2847479421753,-837.4429649496066,4822.5547345790865
2022-03-27,2005.5006524477603,-585.9012526250973,4844.986313627175
2022-03-28,1768.367548350539,-870.0042655569359,4533.983054966394
2022-03-29,1709.9912440805656,-1118.2067402341559,4308.017341157835
2022-03-30,1686.0411682333895,-1077.1753901990135,4372.318358005462
2022-03-31,1194.3841535547463,-1623.1831150563285,4039.6569331585647
2022-04-02,1548.9422024211337,-1443.959178376249,4298.552462197699
2022-04-04,1380.4208441640917,-1413.5721309930523,4045.6791212420603
2022-04-05,1347.1383024671736,-1228.8867488952587,3947.838753420558
2022-04-06,1352.2887118962915,-1380.4967502574252,4261.909656494571
2022-04-07,892.735780301751,-1963.304957015967,3860.8352589534807
2022-04-09,1316.4466139086257,-1477.5931203007578,4015.42796432645
2022-04-10,1399.9985667863343,-1419.5880002508432,4144.0653277124275
2022-04-11,1217.1484437049194,-1246.237417745802,4058.664437767339
2022-04-12,1216.2784580540338,-1531.2247631941993,3891.6124671744597
2022-04-13,1251.3643042365916,-1505.241568682188,4164.229340262744
2022-04-14,818.6509021967713,-1839.4441838728105,3618.862387634945
2022-04-16,1284.9188514175942,-1422.9494042264469,4153.400506006569
2022-04-17,1383.6122497397005,-1488.6927081908452,4239.242140319365
2022-04-18,1211.660036868492,-1464.7894839296248,4011.0732163460393
2022-04-19,1217.5011067113817,-1548.1378798588848,3754.5169946056626
2022-04-20,1255.296783892789,-1578.692467176141,4213.341006702188
2022-04-21,821.5962572922283,-1899.902563718565,3817.0577113608
2022-04-22,612.8654633109983,-2139.7541329450987,3326.949495915491
2022-04-24,1365.9409396239216,-1315.6025882265897,4107.238410278103
2022-04-25,1183.1152907857197,-1637.362368901064,4153.025352745803
2022-04-26,1177.1447114857608,-1388.9525143386907,3932.574385256334
2022-04-27,1202.8576041052947,-1437.7079942483772,4081.7010588012313
2022-04-28,757.4613652554148,-1974.1447889454155,3471.8936327741058
2022-04-29,538.0516339586688,-2030.4375030216413,3281.533790667826
2022-04-30,1192.6340872343767,-1467.3603083622404,3895.6108396249533
2022-05-01,1275.0875692542695,-1602.4077775697608,4006.3262417558435
2022-05-02,1087.8623965903555,-1750.4441689825098,3722.547743055349
2022-05-03,1080.4050009205478,-1890.1711103560763,3522.4967225783676
2022-05-04,1107.797101716131,-1869.3403253110964,3868.0871329934535
2022-05-07,1122.5553244123073,-1813.0515533985104,3822.9561786927534
2022-05-08,1219.7694903978554,-1309.3075454587322,4085.8232619911128
2022-05-09,1050.1544964606674,-1796.9832347497722,3811.211616332562
2022-05-10,1062.7986272158464,-1801.130200366946,3622.6161290770197
2022-05-11,1112.3473088111273,-1785.2073647442842,4089.350588611883
2022-05-12,695.6552715821351,-1961.12228149451,3494.7751200219336
2022-05-13,509.3076402916612,-2210.009106178039,3271.702128858317
2022-05-14,1200.657852543513,-1596.3003148747619,3902.1523504243432
2022-05-15,1322.810656431434,-1437.6985995157943,4172.171250422148
2022-05-16,1177.3434025009738,-1696.473086373081,3853.429666603292
2022-05-17,1212.7560909913584,-1466.3305645160897,3962.3235150924747
2022-05-18,1283.1376140935708,-1635.3518220365331,4010.5220397207404
2022-05-20,713.9762653976773,-1811.7205531295444,3559.836698274328
2022-05-21,1417.5427610919455,-1377.7799074538561,4245.39381282887
2022-05-22,1548.3384514526979,-965.9591303650895,4230.794335665472
2022-05-23,1407.7296630011142,-1145.3392491860213,4333.959949899272
2022-05-24,1444.097299956876,-1271.298240074039,4269.730408666681
2022-05-25,1511.5050015897893,-1217.8061900667783,4127.84324758658
2022-05-26,1106.365447070385,-1761.9041854484437,4004.283429944853
2022-05-28,1614.5405454120523,-1441.967385226457,4496.127922050099
2022-05-29,1728.1982467983519,-1045.1417643771335,4383.390038453392
2022-05-30,1567.698226180454,-1350.0119564118236,4339.559721916938
2022-05-31,1581.865042396412,-1250.7549509009239,4402.6003704212535
2022-06-01,1625.2501222030728,-1114.5189499520343,4259.474769994714
