Customer ID,Sales,Profit,Quantity,cluster
CC-12670,2269.7015,187.83989999999986,47,1
CC-12685,2854.115,850.1591000000001,51,0
CD-11920,2033.968,426.66100000000006,35,1
CD-11980,639.766,-206.71720000000016,22,1
CD-12280,1205.584,233.0274,39,1
CD-12790,1860.732,403.8421999999999,49,1
CG-12040,904.4680000000001,86.51059999999997,37,1
CG-12520,1148.78,169.93439999999995,14,1
CH-12070,1537.236,195.15109999999981,13,1
CJ-11875,16.520000000000003,1.6519999999999992,5,1
CJ-12010,11164.974,858.7413999999995,83,2
CK-12205,3154.855,141.28309999999996,122,0
CK-12325,2945.321,261.22089999999986,46,1
CK-12595,2372.75,497.7097999999999,108,0
CK-12760,1582.109,-338.43110000000013,64,0
CL-11890,1262.0140000000001,328.0847,24,1
CL-12565,10880.546,1933.7830999999996,106,2
CL-12700,2353.5860000000002,229.0098999999998,34,1
CM-11815,1673.8880000000001,214.46299999999997,38,1
CM-11935,565.3919999999999,-43.73239999999997,18,1
CM-12115,1661.6100000000001,409.0679,35,1
CM-12160,2533.314,-394.3686000000003,23,1
CM-12190,1475.144,91.20330000000001,21,1
CM-12235,2305.7120000000004,365.0387,28,1
CM-12385,8954.02,3899.8903999999998,34,2
CM-12445,287.99,64.4296,32,1
CM-12655,6339.5576,1572.4585000000002,42,0
CM-12715,3984.4524000000006,176.31079999999972,57,0
CP-12085,5402.253999999999,427.02580000000006,57,0
CP-12340,5888.275000000001,-1850.3029,59,3
CR-12580,2148.852,74.40130000000002,32,1
CR-12625,475.90000000000003,144.75939999999997,14,1
CR-12730,1600.55,306.9175999999999,18,1
CR-12820,1397.8724,83.27029999999996,26,1
CS-11845,1278.9540000000002,185.37759999999986,22,1
CS-11860,537.6320000000001,105.82749999999999,16,1
CS-11950,3036.547,-126.4223000000001,68,0
CS-12130,884.6400000000001,143.83389999999997,28,1
CS-12175,844.4580000000001,113.14049999999996,30,1
CS-12250,2754.216,738.3625999999999,97,0
CS-12355,3202.1620000000003,831.9431999999999,74,0
CS-12400,3651.8585000000003,-342.80330000000015,47,1
CS-12460,550.644,156.2593,13,1
CS-12490,1077.2285,-302.8761000000001,33,1
CS-12505,5690.055000000001,-6626.389500000001,40,3
CT-11995,3241.898,161.2262999999998,60,0
CV-12295,2830.628,493.0861,54,0
CV-12805,2370.3136,98.99749999999982,62,0
CW-11905,1136.592,370.8298,40,1
CY-12745,2900.0260000000003,60.64669999999981,43,1
Co-12640,1300.076,205.6282,30,1
DA-13450,156.76,56.79039999999999,27,1
DB-12910,2171.599,431.3747999999999,47,1
DB-12970,2839.2272000000003,213.00289999999984,43,1
DB-13060,4531.646000000001,473.0272,48,0
DB-13120,2973.094,-1421.7692000000002,59,3
DB-13210,2332.5769999999998,169.9679,75,0
DB-13270,4655.897,841.8264,52,0
DB-13360,1081.466,291.00849999999997,28,1
DB-13405,1711.692,438.9091999999999,62,0
DB-13555,3908.8028,109.32699999999997,61,0
DB-13615,1989.0500000000002,438.8012,41,1
DB-13660,1155.202,177.6735,33,1
DC-12850,3336.168,-1441.6312999999998,64,3
DC-13285,1174.618,132.06820000000002,37,1
DD-13570,269.54200000000003,36.4344,33,1
DE-13255,2550.874,464.47140000000013,38,1
DF-13135,2390.534,-259.30969999999996,23,1
DG-13300,3195.818,562.7761,39,1
DH-13075,4932.872,1193.7404,81,0
DH-13675,1043.096,116.66699999999999,41,1
DJ-13420,2012.52,483.03499999999997,20,1
DJ-13510,2501.688,345.2520999999999,52,0
DJ-13630,3356.398,731.5643999999999,43,0
DK-12835,3256.48,881.1228,86,0
DK-12895,4282.1759999999995,937.6495999999999,65,0
DK-12985,1687.04,-107.35379999999995,32,1
DK-13090,2650.557,536.3934999999999,33,1
DK-13150,797.832,249.9447,20,1
DK-13225,4802.394,209.89940000000016,70,0
DK-13375,3318.486,377.07989999999995,77,0
DL-12865,1503.112,322.2448999999999,51,1
DL-12925,3272.2,4.2132000000000005,43,1
DL-13315,1458.258,288.8732,74,0
DL-13330,585.02,222.68120000000002,32,1
DL-13495,3539.322,-52.78800000000001,33,1
DM-12955,1322.034,108.75829999999999,28,1
DM-13015,6345.103000000001,1677.3931,87,2
DM-13345,4074.4719999999998,1319.0585999999996,41,0
DM-13525,1376.792,199.76880000000003,33,1
DN-13690,2139.79,540.5405,41,1
DO-13435,1300.0315,-38.9086,48,1
DO-13645,1267.316,294.06759999999997,36,1
DP-13000,1050.636,241.45239999999998,58,1
DP-13105,2215.002,563.1761,63,0
DP-13165,1058.616,-40.93760000000005,20,1
DP-13390,5480.724000000001,1571.8318,50,0
DR-12880,6528.034000000001,1641.8612999999998,103,2
DR-12940,8350.868,2869.0759999999996,57,2
DS-13030,1762.213,193.33190000000002,54,1
DS-13180,2881.8127999999997,163.6993,68,0
DV-13045,1119.483,-427.184,28,1
DV-13465,3341.5870000000004,353.21269999999987,62,0
DW-13195,1080.751,-86.87379999999996,39,1
DW-13480,5271.628000000001,1348.7555999999997,38,0
DW-13540,344.08,69.66720000000001,21,1
DW-13585,1204.854,-266.89660000000003,44,1
Dl-13600,755.602,175.23879999999997,19,1
Dp-13240,7198.761,333.3647999999998,99,0
EA-14035,2846.705,-52.74060000000008,87,0
EB-13705,3644.978,13.6214999999999,55,0
EB-13750,3236.314,-80.28599999999999,91,0
EB-13840,4358.128,656.1988,41,0
EB-13870,2767.219,261.53149999999994,41,1
EB-13930,944.5999999999999,0.60420000000002,24,1
EB-13975,1643.255,162.87809999999993,18,1
EB-14110,3071.1259999999997,184.76559999999998,30,1
EB-14170,1186.326,282.1701,20,1
EC-14050,461.914,96.42559999999997,37,1
ED-13885,3484.92,670.4434999999997,54,0
EG-13900,1832.02,104.26559999999992,44,1
EH-13765,10310.88,1393.5153999999995,120,2
EH-13945,684.171,53.53979999999996,72,0
EH-13990,825.95,150.3759,20,1
EH-14005,1219.53,-94.14079999999996,50,1
EH-14125,3082.653,96.27019999999993,76,0
EH-14185,923.884,242.11069999999998,22,1
EJ-13720,2162.174,387.0176,31,1
EJ-14155,2656.691,451.8754999999999,31,1
EK-13795,1303.4779999999998,97.10660000000001,18,1
EL-13735,124.28,27.115399999999994,9,1
EM-13810,2567.01,-133.8275000000003,23,1
EM-13825,2339.598,682.5542,57,0
EM-13960,933.7040000000001,102.29600000000002,18,1
EM-14065,228.99,40.154599999999995,22,1
EM-14095,1041.0420000000001,240.23619999999994,34,1
EM-14140,4588.436,1319.3654999999999,74,0
EM-14200,366.822,21.77209999999996,13,1
EN-13780,2199.366,496.1130999999999,27,1
EP-13915,5478.0608,144.95779999999988,124,0
ER-13855,1245.788,-295.7398000000002,27,1
ES-14020,3510.4580000000005,1003.2934999999999,31,1
ES-14080,4657.924,246.6660999999999,77,0
FA-14230,2984.054,520.5229,58,0
FC-14245,3418.742,1217.1662000000001,50,0
FC-14335,3889.366,714.2925999999999,37,1
FG-14260,1383.144,394.73969999999997,48,1
FH-14275,4256.272,1073.2676,65,0
FH-14350,2271.284,706.289,52,0
FH-14365,6987.196000000001,2050.2825999999995,52,2
FM-14215,2456.638,249.68080000000006,48,1
FM-14290,3736.198,198.10949999999988,79,0
FM-14380,2523.266,191.4898,53,0
FO-14305,2678.438,215.59689999999978,60,0
FP-14320,4046.7459999999996,406.4472999999998,54,0
FW-14395,79.75,23.491300000000003,9,1
GA-14515,3919.7760000000003,840.8989999999998,48,0
GA-14725,1398.382,136.7079,79,0
GB-14530,1568.44,7.837099999999971,62,0
GB-14575,4716.288,1135.8392999999999,63,0
GD-14590,1888.07,230.93729999999994,25,1
GG-14650,2224.0,12.698499999999907,92,0
GH-14410,2819.467,-576.8335000000001,65,0
GH-14425,4172.846,1176.4180999999999,51,0
GH-14485,1361.2440000000004,-95.44980000000012,15,1
GH-14665,146.9408,-5.810199999999994,9,1
GK-14620,6497.27,1448.5525,66,0
GM-14440,3582.82,347.2659999999999,43,1
GM-14455,3078.6240000000003,793.2813999999998,54,0
GM-14500,1255.682,441.3184999999999,53,1
GM-14680,3163.628,35.48649999999998,31,1
GM-14695,6049.965999999999,188.72350000000003,44,0
GP-14740,236.53000000000003,31.837600000000002,21,1
GR-14560,1284.3799999999999,359.83320000000003,23,1
GT-14635,9351.212,-4108.6588999999985,26,3
GT-14710,11820.12,2163.4268999999995,106,2
GT-14755,226.436,-6.139200000000024,23,1
GW-14605,2189.0190000000002,-268.54230000000007,43,1
GZ-14470,4355.15,1087.7539,48,0
GZ-14545,2454.622,828.6610000000001,25,1
HA-14905,2163.3,270.85740000000004,45,1
HA-14920,2584.158,99.14449999999988,72,0
HD-14785,251.35999999999999,-135.8760000000001,31,1
HE-14800,883.532,274.40279999999996,44,1
HF-14995,2533.164,-13.876800000000078,70,0
HG-14845,785.628,147.0032,31,1
HG-14965,3247.642,-2797.9635000000007,68,3
HG-15025,3690.284,804.6112999999999,38,1
HH-15010,218.668,86.73419999999999,20,1
HJ-14875,358.1,98.6548,21,1
HK-14890,4877.784,956.9451000000001,64,0
HL-15040,12873.297999999999,5622.4292,50,2
HM-14860,8236.7648,2437.9836,76,2
HM-14980,736.2760000000001,117.27550000000002,29,1
HO-15230,6.048,-1.2096,6,1
HO-15231,620.24,161.2624,4,1
HO-15232,140.928,45.80159999999999,12,1
HO-15233,39.36,13.775999999999996,10,1
HO-15234,281.34000000000003,109.72260000000001,6,1
HP-14815,1990.3139999999999,373.8636999999999,44,1
HR-14770,1299.288,185.5794,38,1
HR-14830,5248.787,1196.9504,51,0
HW-14935,9300.253999999999,2164.1611,85,2
HZ-14950,886.52,-130.38789999999995,21,1
IG-15085,744.574,320.4982,19,1
IL-15100,5040.736000000001,1121.937,60,0
IM-15055,2872.6300000000006,975.7700999999998,19,1
IM-15070,4930.474,514.6527,93,0
JA-15970,6491.026000000001,-819.4217000000001,87,3
JB-15400,1791.605,156.05319999999983,43,1
JB-15925,900.5520000000001,-286.98080000000004,32,1
JB-16000,644.1188,126.76489999999997,32,1
JB-16045,2518.115,201.51849999999996,32,1
JC-15340,71.263,-0.3556000000000008,12,1
JC-15385,1058.1080000000002,502.9244,14,1
JC-15775,2772.0550000000003,279.5692,64,0
JC-16105,858.576,201.59519999999995,43,1
JD-15790,2152.3520000000003,-266.55250000000007,26,1
JD-15895,7610.864,1050.2668,150,2
JD-16015,385.43000000000006,26.76049999999998,39,1
JD-16060,695.442,111.11409999999998,17,1
JD-16150,8828.0305,1619.5198999999996,60,2
JE-15475,1388.682,276.21969999999993,49,1
JE-15610,7754.976,1623.4018999999998,74,2
JE-15715,8697.843,1262.2925999999995,97,2
JE-15745,6760.815,221.7967000000002,90,0
JE-16165,2697.248,789.6475999999999,34,1
JF-15190,2279.5860000000002,575.1259,72,0
JF-15295,955.124,97.28899999999994,42,1
JF-15355,1911.844,330.199,58,0
JF-15415,2371.4480000000003,635.6375999999999,69,0
JF-15490,1082.9180000000001,-18.067299999999992,36,1
JF-15565,4198.332,1073.2087999999999,67,0
JG-15115,2358.676,684.1911,20,1
JG-15160,6366.392,1415.6663999999998,70,0
JG-15310,2240.58,3.7975999999999317,46,1
JG-15805,1507.018,206.10190000000003,46,1
JH-15430,309.281,-24.077099999999994,29,1
JH-15820,528.91,26.082199999999997,29,1
JH-15910,959.477,-13.554500000000047,35,1
JH-15985,7954.9980000000005,-644.6982000000002,64,3
JH-16180,2256.394,-96.95299999999999,28,1
JJ-15445,709.178,200.55579999999998,25,1
JJ-15760,195.0,34.449200000000005,11,1
JK-15205,4427.142,1219.9829999999997,67,0
JK-15325,383.812,55.32770000000001,15,1
JK-15370,2709.632,330.28379999999987,72,0
JK-15625,3760.0280000000002,750.9484999999999,44,0
JK-15640,4760.434,1172.5303000000001,41,0
JK-15730,4867.2,55.048299999999976,88,0
JK-16090,3747.668,586.6624999999998,43,0
JK-16120,2932.484,122.65659999999997,49,0
JL-15130,1214.956,-207.7956,42,1
JL-15175,1571.5230000000001,209.28169999999983,29,1
JL-15235,2203.7000000000003,54.517399999999846,39,1
JL-15505,3173.874,591.7163,56,0
JL-15835,9799.923,228.90699999999947,143,2
JL-15850,2725.2560000000003,779.9046,38,1
JM-15250,3159.122,19.823499999999918,91,0
JM-15265,1804.146,502.61429999999996,52,0
JM-15535,1733.4430000000002,356.5395,46,1
JM-15580,303.948,113.12039999999999,26,1
JM-15655,864.947,117.20399999999997,41,1
JM-15865,7625.076,1574.6164,50,2
JM-16195,2833.926,754.1143999999998,74,0
JO-15145,3254.949,581.4045,59,0
JO-15280,1934.272,202.13619999999997,36,1
JO-15550,1090.8380000000002,167.67089999999996,42,1
JP-15460,1669.135,429.7465000000001,54,0
JP-15520,3635.594,757.1801999999999,63,0
JP-16135,1707.71,309.7116,47,1
JR-15670,1156.658,-785.1645000000002,14,1
JR-15700,863.8799999999999,107.98499999999996,3,1
JR-16210,2201.686,452.3729999999999,41,1
JS-15595,1417.654,-175.54899999999998,35,1
JS-15685,1131.064,-54.86920000000009,42,1
JS-15880,3868.02,564.9798,43,0
JS-15940,469.16900000000004,-327.93359999999996,37,1
JS-16030,2516.4939999999997,-311.2575,70,0
JW-15220,7721.714,2173.7093999999997,66,2
JW-15955,1244.086,-29.575899999999997,41,1
JW-16075,1428.731,154.06369999999993,38,1
KA-16525,1519.5059999999999,234.91939999999997,57,0
KB-16240,3152.6150000000002,763.9075999999998,34,1
KB-16315,1569.464,49.719299999999905,62,0
KB-16405,908.821,274.29699999999997,25,1
KB-16585,2744.742,579.3551,102,0
KB-16600,983.9219999999999,293.55240000000003,29,1
KC-16255,2120.9539999999997,846.1217,40,1
KC-16540,3908.2619999999997,709.4218999999996,28,1
KC-16675,1146.05,156.7797,40,1
KD-16270,8282.358,1107.695199999999,64,2
KD-16345,1888.964,328.59419999999994,36,1
KD-16495,8181.256,3038.6253999999994,84,2
KD-16615,2243.51,539.7219,56,0
KE-16420,1686.7312,397.87989999999996,67,0
KF-16285,10604.266,1660.1386,67,2
KH-16330,3312.864,454.78709999999984,70,0
KH-16360,3100.612,528.2051,40,1
KH-16510,5952.859,656.1161999999999,91,0
KH-16630,3918.966,727.3785999999999,84,0
KH-16690,5990.799000000001,1227.5091,69,0
KL-16555,5016.488,-182.78130000000016,84,0
KL-16645,14175.229,806.8549999999996,113,2
KM-16225,2260.958,635.1057,72,0
KM-16375,5620.186,973.7902,69,0
KM-16660,453.538,91.1391,30,1
KM-16720,4909.472,745.7684999999997,98,0
KN-16390,2617.272,-151.15179999999992,56,0
KN-16450,2171.962,114.3082999999999,49,1
KN-16705,2280.58,329.7625,55,0
KS-16300,88.47200000000001,0.11099999999999888,10,1
KT-16465,3057.1,254.00319999999982,45,1
KT-16480,4642.0884,194.0671,37,1
KW-16435,4416.52,1756.1349999999995,42,0
KW-16570,449.096,107.92699999999999,22,1
LA-16780,8673.222,2059.1198999999997,105,2
LB-16735,50.188,18.6507,12,1
LB-16795,4985.676,-52.19100000000014,76,0
LC-16870,2580.704,-188.25110000000006,113,0
LC-16885,7663.126,1288.3468999999998,93,2
LC-16930,4492.946,288.2660000000002,52,0
LC-16960,3246.6259999999997,299.4802000000001,30,1
LC-17050,2095.064,86.77799999999999,43,1
LC-17140,2633.582,231.12519999999998,62,0
LD-16855,5.304,0.46409999999999996,3,1
LD-17005,1961.934,557.1714,25,1
LE-16810,1469.45,161.7649,32,1
LF-17185,3930.5089999999996,-3583.977000000001,69,3
LH-16750,287.426,12.627700000000017,12,1
LH-16900,2295.332,526.0726999999999,64,0
LH-17020,318.23900000000003,-242.73989999999998,34,1
LH-17155,1739.689,316.52019999999993,44,1
LL-16840,2741.2039999999997,560.0077999999999,50,0
LM-17065,1346.7740000000001,-44.878,32,1
LO-17170,644.35,150.17120000000003,34,1
LP-17080,756.6059999999999,110.78129999999997,39,1
LP-17095,3653.399,338.44539999999984,52,0
LR-16915,5142.892000000001,535.4763999999998,64,0
LR-17035,1879.306,-382.80790000000025,44,1
LS-16945,2845.2700000000004,-318.7737000000002,51,1
LS-16975,2988.6740000000004,262.6366999999999,63,0
LS-17200,1010.2560000000001,244.19699999999997,54,1
LS-17230,368.88,39.19519999999998,16,1
LS-17245,1008.1360000000001,348.3584,47,1
LT-16765,329.876,59.036,8,1
LT-17110,2936.2520000000004,320.9729999999999,63,0
LW-16825,2238.061,32.57669999999984,50,1
LW-16990,3230.308,662.8339,38,1
LW-17125,1259.0400000000002,192.63119999999998,15,1
LW-17215,5420.514,837.2411000000002,59,0
MA-17560,4299.161,1240.2266,117,0
MA-17995,2453.284,280.7822,42,1
MB-17305,1548.702,212.42499999999998,63,0
MB-18085,1428.2310000000002,117.80569999999996,39,1
MC-17275,2725.982,461.00139999999976,54,0
MC-17425,4432.138,1802.3903,48,0
MC-17575,1303.893,210.74929999999992,40,1
MC-17590,2426.0669999999996,288.9841000000001,47,1
MC-17605,2258.192,195.44859999999989,60,0
MC-17635,795.154,-247.94350000000014,33,1
MC-17845,3805.714,698.4173999999998,45,0
MC-18100,2218.98,-64.16680000000007,73,0
MC-18130,1581.998,121.75650000000007,34,1
MD-17350,3766.382,-241.94999999999993,64,0
MD-17860,1204.9099999999999,-4.040300000000048,45,1
ME-17320,10663.728000000001,1859.4694999999997,82,2
ME-17725,1908.4532,77.81280000000002,46,1
ME-18010,1256.9440000000002,107.36039999999998,15,1
MF-17665,937.0390000000001,-341.5265000000002,36,1
MF-18250,1758.3,456.8607999999999,38,1
MG-17650,3785.276,341.89799999999985,57,0
MG-17680,2350.188,25.88859999999999,25,1
MG-17695,1342.2820000000002,-398.7932000000001,23,1
MG-17875,1242.833,-470.76840000000027,23,1
MG-17890,776.384,171.73719999999994,35,1
MG-18145,3061.5429999999997,-93.60300000000008,42,1
MG-18205,16.739000000000004,-1.2453000000000016,8,1
MH-17290,2394.0249999999996,28.761199999999977,55,0
MH-17440,400.01599999999996,61.428599999999996,25,1
MH-17455,2456.1820000000002,484.77329999999995,45,1
MH-17620,1252.8000000000002,122.36120000000005,19,1
MH-17785,2203.7780000000002,238.56140000000008,42,1
MH-18025,2984.948,476.90320000000014,31,1
MH-18115,5503.093,170.9745999999999,79,0
MJ-17740,6320.746,1054.5528999999997,50,0
MK-17905,2302.368,-405.35589999999996,73,0
MK-18160,1031.602,227.83379999999994,43,1
MK-19560,225.69600000000003,-74.1416,48,1
ML-17395,2722.843,684.9162,72,0
ML-17410,2921.5,-76.17549999999997,51,0
ML-17755,2071.9139999999998,409.5111999999998,53,0
ML-18040,742.082,138.71620000000001,18,1
ML-18265,162.23200000000003,42.6648,7,1
MM-17260,1314.0230000000001,178.40199999999987,17,1
MM-17920,3794.08,82.1249999999999,68,0
MM-18055,2749.881,-520.3443000000001,73,0
MM-18280,775.414,58.8916,32,1
MN-17935,2477.946,290.82270000000005,36,1
MO-17500,922.4870000000001,59.35769999999994,15,1
MO-17800,1687.027,169.34369999999996,49,1
MO-17950,154.288,-82.00740000000002,14,1
MP-17470,3206.132,600.2872999999998,77,0
MP-17965,3983.642,638.1563,62,0
MP-18175,5087.92,226.4529,78,0
MR-17545,639.178,162.93629999999996,29,1
MS-17365,7443.6900000000005,844.9354999999998,105,0
MS-17530,475.65599999999995,84.02679999999997,21,1
MS-17710,1613.402,247.43479999999997,48,1
MS-17770,3144.678,280.85839999999996,73,0
MS-17830,370.34799999999996,19.431200000000004,14,1
MS-17980,855.116,55.226000000000006,49,1
MT-17815,2890.1389999999997,509.00680000000017,31,1
MT-18070,1319.4497999999999,-23.67630000000001,44,1
MV-17485,1560.05,189.02579999999992,52,1
MV-18190,1734.5739999999998,273.8582,37,1
MW-18220,5341.900000000001,1238.4219999999998,51,0
MW-18235,5253.876,1665.5159999999998,13,1
MY-17380,2254.2850000000003,319.12109999999996,49,1
MY-18295,4152.696,-371.7111,89,0
MZ-17335,593.606,85.01909999999998,11,1
MZ-17515,2564.906,787.7503,39,1
NB-18580,273.87199999999996,24.788800000000002,7,1
NB-18655,1972.599,117.64289999999988,64,0
NC-18340,2461.404,580.3074999999999,54,0
NC-18415,2218.99,-2204.8072,38,3
NC-18535,8241.739,1314.7579999999996,64,2
NC-18625,1821.7420000000002,-359.0210000000001,29,1
NC-19470,382.144,-52.742000000000004,26,1
ND-18370,4326.139,353.6454999999999,63,0
ND-18460,2893.455,443.33679999999987,36,1
NF-18385,8322.826000000001,-1695.9714000000004,52,3
NF-18475,377.162,85.92779999999999,13,1
NF-18595,2031.4720000000002,388.2130999999999,55,0
NG-18355,1869.58,313.6334999999999,45,1
NG-18430,1395.938,217.08929999999998,41,1
NH-18610,2673.29,760.1665999999998,52,0
NK-18490,572.048,121.2177,51,1
NL-18310,1418.0900000000001,343.63809999999995,44,1
NM-18445,6459.344,2751.6849,44,2
NM-18520,2161.979,788.9524999999999,60,0
NP-18325,5529.62,1208.8890000000001,77,0
NP-18670,3908.402,514.6001999999999,46,0
NP-18685,1228.698,514.5016999999999,23,1
NP-18700,7903.1825,631.2281999999999,63,0
NR-18550,2367.277,-25.14880000000005,37,1
NS-18505,2575.863,-12.303999999999998,52,0
NS-18640,2964.823,-234.77140000000009,113,0
NW-18400,7234.014,1023.1229999999999,78,0
NZ-18565,2488.3100000000004,402.4236,77,0
ON-18715,1567.52,-5.889000000000095,58,0
OT-18730,3818.6240000000003,-925.1203,51,3
PA-19060,729.408,225.85879999999995,27,1
PB-18805,740.356,229.2257,54,1
PB-19105,688.3240000000001,218.15969999999996,18,1
PB-19150,1456.95,280.66059999999993,54,1
